datastay,category,phq_attendance,duration,local_rank
2021-09-11,performing-arts,1011,0,57
2021-09-12,performing-arts,1064,0,58
2021-09-12,sports,24000,276620,84
2021-09-12,expos,16800,259199,82
2021-09-12,performing-arts,1057,0,58
2021-09-12,sports,20800,285328,82
2021-09-12,performing-arts,373,0,49
2021-09-12,sports,2011,0,65
2021-09-12,concerts,1440,0,60
2021-09-12,performing-arts,586,0,53
2021-09-12,performing-arts,337,0,48
2021-09-12,concerts,456,0,49
2021-09-12,community,400,0,49
2021-09-12,performing-arts,723,0,54
2021-09-12,concerts,1431,0,59
2021-09-12,performing-arts,462,0,50
2021-09-12,concerts,840,0,55
2021-09-12,performing-arts,1011,0,57
2021-09-12,concerts,544,0,51
2021-09-12,performing-arts,556,0,52
2021-09-12,community,640,0,52
2021-09-12,performing-arts,558,0,52
2021-09-12,performing-arts,559,0,52
2021-09-12,performing-arts,1204,0,59
2021-09-12,concerts,480,0,50
2021-09-12,performing-arts,532,0,52
2021-09-12,concerts,1280,0,59
2021-09-12,performing-arts,1136,0,58
2021-09-12,performing-arts,672,0,54
2021-09-13,concerts,640,0,52
2021-09-13,sports,24000,276620,84
2021-09-13,expos,16800,259199,82
2021-09-13,sports,20800,285328,82
2021-09-13,performing-arts,723,0,54
2021-09-13,concerts,544,0,51
2021-09-13,performing-arts,532,0,52
2021-09-13,conferences,400,118800,49
2021-09-13,concerts,1880,0,62
2021-09-13,performing-arts,578,0,52
2021-09-13,expos,4000,404100,70
2021-09-13,conferences,400,32400,53
2021-09-13,performing-arts,462,0,50
2021-09-13,performing-arts,2352,0,69
2021-09-13,performing-arts,366,0,48
2021-09-13,concerts,480,0,50
2021-09-13,performing-arts,586,0,53
2021-09-13,performing-arts,674,0,54
2021-09-14,concerts,1600,0,61
2021-09-14,conferences,2000,32400,61
2021-09-14,concerts,1880,0,62
2021-09-14,performing-arts,674,0,54
2021-09-14,performing-arts,373,0,49
2021-09-14,sports,24000,276620,84
2021-09-14,performing-arts,532,0,52
2021-09-14,conferences,400,205200,49
2021-09-14,performing-arts,1011,0,57
2021-09-14,performing-arts,559,0,52
2021-09-14,conferences,400,32400,48
2021-09-14,expos,4000,404100,70
2021-09-14,performing-arts,558,0,52
2021-09-14,conferences,400,223200,49
2021-09-14,sports,20800,285328,82
2021-09-14,concerts,800,0,55
2021-09-14,performing-arts,1136,0,58
2021-09-14,concerts,400,0,49
2021-09-14,conferences,400,32400,49
2021-09-14,performing-arts,366,0,48
2021-09-14,concerts,480,0,50
2021-09-14,sports,39252,0,88
2021-09-14,conferences,4000,111600,69
2021-09-15,concerts,1431,0,59
2021-09-15,concerts,1880,0,62
2021-09-15,performing-arts,674,0,54
2021-09-15,performing-arts,1136,0,58
2021-09-15,performing-arts,1057,0,58
2021-09-15,conferences,400,205200,49
2021-09-15,performing-arts,1064,0,58
2021-09-15,performing-arts,1101,0,58
2021-09-15,conferences,400,32400,49
2021-09-15,performing-arts,723,0,54
2021-09-15,performing-arts,366,0,48
2021-09-15,conferences,4000,118800,68
2021-09-15,performing-arts,672,0,54
2021-09-15,performing-arts,1011,0,57
2021-09-15,performing-arts,481,0,51
2021-09-15,concerts,800,0,55
2021-09-15,performing-arts,532,0,52
2021-09-15,conferences,2000,86399,63
2021-09-15,conferences,400,39600,49
2021-09-15,concerts,496,0,51
2021-09-15,performing-arts,462,0,50
2021-09-15,performing-arts,559,0,52
2021-09-15,performing-arts,586,0,53
2021-09-15,community,400,0,49
2021-09-15,expos,4000,404100,70
2021-09-15,performing-arts,373,0,49
2021-09-15,conferences,400,223200,49
2021-09-15,performing-arts,558,0,52
2021-09-15,conferences,400,118800,49
2021-09-15,performing-arts,361,0,48
2021-09-15,conferences,400,125100,49
2021-09-16,performing-arts,481,0,51
2021-09-16,performing-arts,559,0,52
2021-09-16,performing-arts,373,0,49
2021-09-16,performing-arts,674,0,54
2021-09-16,performing-arts,366,0,48
2021-09-16,performing-arts,1064,0,58
2021-09-16,conferences,400,32400,47
2021-09-16,performing-arts,556,0,52
2021-09-16,performing-arts,1057,0,58
2021-09-16,performing-arts,578,0,52
2021-09-16,community,916,0,56
2021-09-16,performing-arts,1011,0,57
2021-09-16,concerts,880,0,56
2021-09-16,performing-arts,558,0,52
2021-09-16,community,400,0,49
2021-09-16,performing-arts,1101,0,58
2021-09-16,expos,4000,404100,70
2021-09-16,performing-arts,361,0,48
2021-09-16,conferences,400,32400,49
2021-09-16,performing-arts,1136,0,58
2021-09-16,conferences,400,32400,49
2021-09-16,concerts,640,0,52
2021-09-16,concerts,400,0,47
2021-09-16,performing-arts,532,0,52
2021-09-16,concerts,456,0,49
2021-09-16,performing-arts,462,0,50
2021-09-16,performing-arts,586,0,53
2021-09-16,performing-arts,672,0,54
2021-09-16,expos,4000,172799,69
2021-09-16,performing-arts,723,0,54
2021-09-16,performing-arts,384,0,49
2021-09-16,concerts,544,0,51
2021-09-17,community,480,0,50
2021-09-17,concerts,1431,0,59
2021-09-17,performing-arts,457,0,51
2021-09-17,concerts,640,0,52
2021-09-17,concerts,560,0,50
2021-09-17,performing-arts,1057,0,58
2021-09-17,performing-arts,373,0,49
2021-09-17,conferences,400,29700,49
2021-09-17,expos,1600,111600,61
2021-09-17,concerts,2000,0,64
2021-09-17,performing-arts,481,0,51
2021-09-17,performing-arts,674,0,54
2021-09-17,performing-arts,532,0,52
2021-09-17,performing-arts,1136,0,58
2021-09-17,performing-arts,1011,0,57
2021-09-17,concerts,480,0,51
2021-09-17,community,1880,0,62
2021-09-17,performing-arts,1064,0,58
2021-09-17,performing-arts,337,0,48
2021-09-17,performing-arts,723,0,54
2021-09-17,festivals,480000,777599,100
2021-09-17,concerts,4080,0,70
2021-09-17,concerts,544,0,51
2021-09-17,performing-arts,578,0,52
2021-09-17,performing-arts,559,0,52
2021-09-17,expos,4000,172799,69
2021-09-17,performing-arts,1101,0,58
2021-09-17,concerts,3936,0,67
2021-09-17,community,400,0,49
2021-09-17,performing-arts,558,0,52
2021-09-17,concerts,440,23400,49
2021-09-17,performing-arts,462,0,50
2021-09-17,conferences,400,32400,50
2021-09-17,performing-arts,384,0,49
2021-09-17,concerts,640,0,52
2021-09-17,performing-arts,366,0,48
2021-09-17,performing-arts,586,0,53
2021-09-18,performing-arts,481,0,51
2021-09-18,concerts,640,0,52
2021-09-18,sports,960,0,54
2021-09-18,performing-arts,578,0,52
2021-09-18,concerts,10000,0,82
2021-09-18,performing-arts,532,0,52
2021-09-18,conferences,400,118800,49
2021-09-18,performing-arts,366,0,48
2021-09-18,performing-arts,558,0,52
2021-09-18,performing-arts,559,0,52
2021-09-18,concerts,1280,0,59
2021-09-18,concerts,1431,0,59
2021-09-18,performing-arts,586,0,53
2021-09-18,concerts,3936,0,67
2021-09-18,performing-arts,674,0,54
2021-09-18,sports,12516,0,80
2021-09-18,sports,713,0,56
2021-09-18,concerts,2000,0,63
2021-09-18,performing-arts,1057,0,58
2021-09-18,community,1880,0,62
2021-09-18,concerts,1431,28800,59
2021-09-18,performing-arts,2244,0,65
2021-09-18,performing-arts,373,0,49
2021-09-18,expos,2000,23400,63
2021-09-18,performing-arts,337,0,48
2021-09-18,performing-arts,723,0,54
2021-09-18,concerts,560,0,50
2021-09-18,performing-arts,384,0,49
2021-09-18,concerts,544,0,51
2021-09-18,performing-arts,452,0,49
2021-09-18,community,800,0,53
2021-09-18,sports,7578,0,78
2021-09-18,community,1280,0,59
2021-09-18,performing-arts,672,0,54
2021-09-18,concerts,360,0,48
2021-09-18,performing-arts,1064,0,58
2021-09-18,concerts,400,0,49
2021-09-18,performing-arts,1011,0,57
2021-09-18,concerts,400,32400,47
2021-09-18,community,400,0,49
2021-09-18,concerts,2000,0,64
2021-09-18,performing-arts,462,0,50
2021-09-18,performing-arts,2262,0,65
2021-09-18,sports,14922,0,81
2021-09-18,festivals,480000,777599,100
2021-09-18,sports,18901,0,85
2021-09-18,concerts,1280,0,59
2021-09-18,concerts,1880,0,62
2021-09-18,performing-arts,1136,0,58
2021-09-19,concerts,10000,0,82
2021-09-19,concerts,640,0,52
2021-09-19,expos,6400,32400,73
2021-09-19,performing-arts,452,0,49
2021-09-19,performing-arts,1136,0,58
2021-09-19,performing-arts,672,0,54
2021-09-19,concerts,3936,0,67
2021-09-19,performing-arts,586,0,53
2021-09-19,performing-arts,462,0,50
2021-09-19,community,1280,0,59
2021-09-19,community,544,0,51
2021-09-19,concerts,560,36060,51
2021-09-19,community,640,18000,52
2021-09-19,concerts,2000,18000,63
2021-09-19,performing-arts,1057,0,58
2021-09-19,concerts,2000,0,64
2021-09-19,performing-arts,373,0,49
2021-09-19,performing-arts,556,0,52
2021-09-19,performing-arts,1011,0,57
2021-09-19,performing-arts,558,0,52
2021-09-19,performing-arts,337,0,48
2021-09-19,festivals,480000,777599,100
2021-09-19,performing-arts,532,0,52
2021-09-19,performing-arts,723,0,54
2021-09-19,concerts,400,27000,48
2021-09-19,concerts,520,28800,50
2021-09-19,performing-arts,1064,0,58
2021-09-19,performing-arts,559,0,52
2021-09-19,concerts,2000,0,63
2021-09-20,performing-arts,1064,0,58
2021-09-20,concerts,640,18000,52
2021-09-20,expos,1450,172799,59
2021-09-20,concerts,4080,0,70
2021-09-20,performing-arts,366,0,48
2021-09-20,concerts,1828,0,62
2021-09-20,conferences,400,205200,50
2021-09-20,performing-arts,578,0,52
2021-09-20,concerts,4435,0,71
2021-09-20,performing-arts,462,0,50
2021-09-20,performing-arts,532,0,52
2021-09-20,festivals,480000,777599,100
2021-09-20,performing-arts,384,0,49
2021-09-20,performing-arts,586,0,53
2021-09-20,performing-arts,723,0,54
2021-09-20,performing-arts,674,0,54
2021-09-20,community,544,0,51
2021-09-21,performing-arts,674,0,54
2021-09-21,conferences,400,118800,49
2021-09-21,sports,11299,0,81
2021-09-21,performing-arts,384,0,49
2021-09-21,sports,12819,0,85
2021-09-21,sports,12888,0,79
2021-09-21,performing-arts,373,0,49
2021-09-21,conferences,800,118800,55
2021-09-21,conferences,400,32400,49
2021-09-21,conferences,400,32400,50
2021-09-21,conferences,400,32400,49
2021-09-21,conferences,400,118800,47
2021-09-21,concerts,544,0,51
2021-09-21,conferences,400,118800,49
2021-09-21,performing-arts,559,0,52
2021-09-21,performing-arts,1011,0,57
2021-09-21,festivals,480000,777599,100
2021-09-21,performing-arts,337,0,48
2021-09-21,concerts,4080,0,70
2021-09-21,performing-arts,578,0,52
2021-09-21,sports,20800,281552,82
2021-09-21,expos,1450,172799,59
2021-09-21,performing-arts,558,0,52
2021-09-21,conferences,400,205200,50
2021-09-21,conferences,400,198000,49
2021-09-21,concerts,1828,0,62
2021-09-21,expos,112000,466200,99
2021-09-21,conferences,400,205200,49
2021-09-21,performing-arts,532,0,52
2021-09-21,performing-arts,366,0,48
2021-09-21,expos,4000,460800,70
2021-09-21,performing-arts,1136,0,58
2021-09-22,expos,4000,460800,70
2021-09-22,conferences,400,32400,49
2021-09-22,sports,35892,0,87
2021-09-22,conferences,400,32400,49
2021-09-22,performing-arts,1057,0,58
2021-09-22,performing-arts,337,0,48
2021-09-22,expos,16000,32400,80
2021-09-22,community,800,14400,55
2021-09-22,expos,30000,345599,85
2021-09-22,concerts,400,0,47
2021-09-22,sports,829,0,54
2021-09-22,performing-arts,559,0,52
2021-09-22,community,760,0,55
2021-09-22,sports,9985,0,78
2021-09-22,sports,56276,0,91
2021-09-22,performing-arts,585,0,52
2021-09-22,performing-arts,558,0,52
2021-09-22,conferences,400,32400,49
2021-09-22,conferences,400,198000,49
2021-09-22,performing-arts,361,0,48
2021-09-22,conferences,400,205200,49
2021-09-22,performing-arts,373,0,49
2021-09-22,expos,112000,466200,99
2021-09-22,performing-arts,366,0,48
2021-09-22,conferences,400,32400,49
2021-09-22,concerts,4080,0,70
2021-09-22,performing-arts,674,0,54
2021-09-22,performing-arts,481,0,51
2021-09-22,concerts,3936,0,67
2021-09-22,performing-arts,1136,0,58
2021-09-22,concerts,640,0,52
2021-09-22,concerts,640,0,52
2021-09-22,performing-arts,532,0,52
2021-09-22,expos,6400,115200,73
2021-09-22,performing-arts,723,0,54
2021-09-22,festivals,480000,777599,100
2021-09-22,performing-arts,578,0,52
2021-09-22,conferences,800,32400,57
2021-09-22,performing-arts,462,0,50
2021-09-22,conferences,400,32400,49
2021-09-22,community,400,0,49
2021-09-22,performing-arts,672,0,54
2021-09-22,concerts,480,0,50
2021-09-22,sports,20800,281552,82
2021-09-22,performing-arts,1064,0,58
2021-09-22,performing-arts,586,0,53
2021-09-22,concerts,1828,0,62
2021-09-22,performing-arts,384,0,49
2021-09-22,performing-arts,1011,0,57
2021-09-22,conferences,400,32400,49
2021-09-23,sports,20800,281552,82
2021-09-23,concerts,1880,0,62
2021-09-23,performing-arts,1064,0,58
2021-09-23,performing-arts,665,0,52
2021-09-23,performing-arts,558,0,52
2021-09-23,expos,3000,172799,65
2021-09-23,performing-arts,672,0,54
2021-09-23,performing-arts,462,0,50
2021-09-23,community,880,0,56
2021-09-23,performing-arts,586,0,53
2021-09-23,performing-arts,1057,0,58
2021-09-23,expos,4000,460800,70
2021-09-23,conferences,400,32400,49
2021-09-23,performing-arts,366,0,48
2021-09-23,performing-arts,674,0,54
2021-09-23,performing-arts,361,0,48
2021-09-23,performing-arts,556,0,52
2021-09-23,performing-arts,723,0,54
2021-09-23,performing-arts,481,0,51
2021-09-23,performing-arts,384,0,49
2021-09-23,expos,30000,345599,85
2021-09-23,community,400,0,49
2021-09-23,expos,4000,291600,68
2021-09-23,performing-arts,1136,0,58
2021-09-23,concerts,1431,0,59
2021-09-23,expos,1600,115200,61
2021-09-23,festivals,480000,777599,100
2021-09-23,performing-arts,532,0,52
2021-09-23,concerts,1440,0,60
2021-09-23,performing-arts,1011,0,57
2021-09-23,concerts,3936,0,67
2021-09-23,performing-arts,578,0,52
2021-09-23,performing-arts,337,0,48
2021-09-23,performing-arts,1101,0,58
2021-09-23,concerts,640,0,52
2021-09-23,performing-arts,559,0,52
2021-09-23,conferences,400,32400,54
2021-09-23,conferences,400,32400,50
2021-09-23,performing-arts,373,0,49
2021-09-23,expos,112000,466200,99
2021-09-23,community,1200,0,58
2021-09-24,performing-arts,532,0,52
2021-09-24,concerts,1280,28800,59
2021-09-24,concerts,800,0,53
2021-09-24,expos,4000,460800,70
2021-09-24,concerts,640,0,53
2021-09-24,expos,3000,172799,65
2021-09-24,concerts,640,0,52
2021-09-24,concerts,2000,25200,64
2021-09-24,concerts,440,0,49
2021-09-24,performing-arts,578,0,52
2021-09-24,performing-arts,586,0,53
2021-09-24,performing-arts,373,0,49
2021-09-24,concerts,544,0,51
2021-09-24,community,1200,25200,57
2021-09-24,concerts,480,0,50
2021-09-24,performing-arts,337,0,48
2021-09-24,performing-arts,1064,0,58
2021-09-24,performing-arts,1136,0,58
2021-09-24,concerts,640,21600,52
2021-09-24,performing-arts,1057,0,58
2021-09-24,concerts,400,28800,47
2021-09-24,concerts,400,18000,48
2021-09-24,concerts,520,27000,50
2021-09-24,concerts,640,0,52
2021-09-24,expos,112000,466200,99
2021-09-24,performing-arts,481,0,51
2021-09-24,concerts,1431,0,59
2021-09-24,conferences,800,32400,56
2021-09-24,concerts,1440,0,60
2021-09-24,community,440,36000,48
2021-09-24,performing-arts,558,0,52
2021-09-24,concerts,3936,0,67
2021-09-24,expos,30000,345599,85
2021-09-24,concerts,640,0,52
2021-09-24,concerts,560,36060,51
2021-09-24,concerts,840,32400,55
2021-09-24,expos,4000,291600,68
2021-09-24,concerts,800,0,55
2021-09-24,concerts,8320,0,79
2021-09-24,performing-arts,384,0,49
2021-09-24,performing-arts,1011,0,57
2021-09-24,concerts,496,0,51
2021-09-24,performing-arts,665,0,52
2021-09-24,performing-arts,462,0,50
2021-09-24,festivals,480000,777599,100
2021-09-24,concerts,1280,0,59
2021-09-24,concerts,1600,0,61
2021-09-24,performing-arts,723,0,54
2021-09-24,performing-arts,366,0,48
2021-09-24,performing-arts,559,0,52
2021-09-24,performing-arts,674,0,54
2021-09-24,community,400,0,49
2021-09-24,festivals,12000,86399,83
2021-09-24,community,400,0,49
2021-09-24,concerts,400,21600,48
2021-09-24,performing-arts,1101,0,58
2021-09-25,performing-arts,366,0,48
2021-09-25,concerts,440,23400,49
2021-09-25,festivals,400,0,49
2021-09-25,performing-arts,1057,0,58
2021-09-25,community,400,0,49
2021-09-25,performing-arts,481,0,51
2021-09-25,community,840,36000,55
2021-09-25,performing-arts,723,0,54
2021-09-25,sports,16876,0,87
2021-09-25,concerts,560,0,50
2021-09-25,expos,4000,460800,70
2021-09-25,performing-arts,1136,0,58
2021-09-25,concerts,640,21600,52
2021-09-25,concerts,360,0,48
2021-09-25,performing-arts,462,0,50
2021-09-25,concerts,640,0,52
2021-09-25,community,400,0,49
2021-09-25,performing-arts,674,0,54
2021-09-25,community,1280,25200,59
2021-09-25,performing-arts,1064,0,58
2021-09-25,performing-arts,384,0,49
2021-09-25,concerts,1440,0,60
2021-09-25,concerts,8320,0,79
2021-09-25,performing-arts,672,0,54
2021-09-25,community,720,0,54
2021-09-25,concerts,440,39600,48
2021-09-25,concerts,1431,0,59
2021-09-25,conferences,400,118800,49
2021-09-25,concerts,520,36000,50
2021-09-25,concerts,2080,0,62
2021-09-25,expos,4000,291600,68
2021-09-25,performing-arts,1011,0,57
2021-09-25,sports,40036,0,88
2021-09-25,performing-arts,559,0,52
2021-09-25,community,1880,0,62
2021-09-25,performing-arts,586,0,53
2021-09-25,concerts,3936,0,67
2021-09-25,performing-arts,337,0,48
2021-09-25,concerts,2000,0,64
2021-09-25,festivals,480000,777599,100
2021-09-25,concerts,480,0,51
2021-09-25,expos,800,23400,54
2021-09-25,concerts,640,25200,53
2021-09-25,performing-arts,373,0,49
2021-09-25,community,544,21600,51
2021-09-25,performing-arts,578,0,52
2021-09-25,performing-arts,532,0,52
2021-09-25,concerts,640,0,52
2021-09-25,performing-arts,1101,0,58
2021-09-25,expos,112000,466200,99
2021-09-25,performing-arts,558,0,52
2021-09-25,expos,30000,345599,85
2021-09-26,performing-arts,1064,0,58
2021-09-26,performing-arts,723,0,54
2021-09-26,concerts,400,0,49
2021-09-26,concerts,400,27000,48
2021-09-26,performing-arts,517,0,51
2021-09-26,concerts,544,0,51
2021-09-26,performing-arts,558,0,52
2021-09-26,concerts,560,36060,51
2021-09-26,sports,7408,7037,80
2021-09-26,performing-arts,586,0,53
2021-09-26,community,800,36000,53
2021-09-26,performing-arts,559,0,52
2021-09-26,conferences,400,291600,50
2021-09-26,performing-arts,462,0,50
2021-09-26,sports,59919,0,92
2021-09-26,performing-arts,1100,0,58
2021-09-26,performing-arts,556,0,52
2021-09-26,performing-arts,337,0,48
2021-09-26,performing-arts,1136,0,58
2021-09-26,performing-arts,366,0,48
2021-09-26,performing-arts,475,0,51
2021-09-26,performing-arts,672,0,54
2021-09-26,performing-arts,532,0,52
2021-09-26,performing-arts,1057,0,58
2021-09-26,festivals,440,540000,49
2021-09-26,performing-arts,1011,0,57
2021-09-26,performing-arts,373,0,49
2021-09-27,festivals,440,540000,49
2021-09-27,expos,4000,100800,69
2021-09-27,expos,16000,198000,81
2021-09-27,performing-arts,586,0,53
2021-09-27,performing-arts,674,0,54
2021-09-27,performing-arts,532,0,52
2021-09-27,concerts,480,0,50
2021-09-27,performing-arts,723,0,54
2021-09-27,expos,13500,172799,80
2021-09-27,concerts,640,18000,52
2021-09-27,performing-arts,1064,0,58
2021-09-27,concerts,4080,0,70
2021-09-27,performing-arts,366,0,48
2021-09-27,performing-arts,578,0,52
2021-09-27,expos,10000,198000,77
2021-09-27,conferences,400,291600,50
2021-09-27,performing-arts,384,0,49
2021-09-27,expos,14000,172799,80
2021-09-27,sports,1828,0,62
2021-09-27,performing-arts,462,0,50
2021-09-28,conferences,400,118800,49
2021-09-28,expos,4000,32400,72
2021-09-28,performing-arts,578,0,52
2021-09-28,conferences,400,122400,49
2021-09-28,conferences,400,32400,49
2021-09-28,expos,16000,198000,81
2021-09-28,concerts,640,0,52
2021-09-28,performing-arts,366,0,48
2021-09-28,conferences,400,39600,49
2021-09-28,performing-arts,517,0,51
2021-09-28,conferences,400,32400,49
2021-09-28,festivals,440,540000,49
2021-09-28,conferences,400,118800,54
2021-09-28,performing-arts,674,0,54
2021-09-28,conferences,400,118800,50
2021-09-28,conferences,400,32400,49
2021-09-28,performing-arts,558,0,52
2021-09-28,performing-arts,384,0,49
2021-09-28,performing-arts,1011,0,57
2021-09-28,expos,8961,32400,76
2021-09-28,performing-arts,559,0,52
2021-09-28,expos,13500,172799,80
2021-09-28,performing-arts,475,0,51
2021-09-28,community,1880,0,62
2021-09-28,sports,12257,0,79
2021-09-28,concerts,1600,0,61
2021-09-28,conferences,400,32400,50
2021-09-28,expos,14000,172799,80
2021-09-28,sports,24000,263693,84
2021-09-28,conferences,400,32400,49
2021-09-28,performing-arts,337,0,48
2021-09-28,expos,1840,464400,63
2021-09-28,conferences,800,120600,55
2021-09-28,concerts,480,0,50
2021-09-28,conferences,400,291600,50
2021-09-28,performing-arts,1136,0,58
2021-09-28,expos,10000,198000,77
2021-09-28,performing-arts,532,0,52
2021-09-28,performing-arts,556,0,52
2021-09-29,performing-arts,578,0,52
2021-09-29,concerts,4080,0,70
2021-09-29,performing-arts,384,0,49
2021-09-29,sports,11389,0,79
2021-09-29,concerts,4435,0,71
2021-09-29,performing-arts,1136,0,58
2021-09-29,performing-arts,532,0,52
2021-09-29,performing-arts,559,0,52
2021-09-29,concerts,640,0,52
2021-09-29,concerts,8320,0,79
2021-09-29,performing-arts,1064,0,58
2021-09-29,performing-arts,558,0,52
2021-09-29,performing-arts,1057,0,58
2021-09-29,sports,16113,0,84
2021-09-29,conferences,400,118800,50
2021-09-29,expos,4000,32400,68
2021-09-29,expos,800,172799,56
2021-09-29,performing-arts,517,0,51
2021-09-29,performing-arts,366,0,48
2021-09-29,performing-arts,462,0,50
2021-09-29,concerts,640,0,52
2021-09-29,festivals,440,540000,49
2021-09-29,performing-arts,586,0,53
2021-09-29,conferences,2000,111600,63
2021-09-29,expos,1840,464400,63
2021-09-29,performing-arts,337,0,48
2021-09-29,sports,24000,263693,84
2021-09-29,conferences,400,32400,49
2021-09-29,performing-arts,585,0,52
2021-09-29,concerts,544,14400,51
2021-09-29,performing-arts,674,0,54
2021-09-29,performing-arts,337,0,48
2021-09-29,performing-arts,723,0,54
2021-09-29,expos,700,86399,54
2021-09-29,performing-arts,1011,0,57
2021-09-29,performing-arts,481,0,49
2021-09-30,performing-arts,337,0,48
2021-09-30,conferences,400,28800,49
2021-09-30,performing-arts,532,0,52
2021-09-30,concerts,800,0,53
2021-09-30,performing-arts,462,0,50
2021-09-30,performing-arts,384,0,49
2021-09-30,concerts,1431,0,59
2021-09-30,concerts,1600,0,61
2021-09-30,performing-arts,2092,0,64
2021-09-30,performing-arts,578,0,52
2021-09-30,concerts,916,0,56
2021-09-30,performing-arts,559,0,52
2021-09-30,expos,4000,32400,69
2021-09-30,concerts,456,0,49
2021-09-30,community,840,14400,55
2021-09-30,performing-arts,337,0,48
2021-09-30,performing-arts,475,0,51
2021-09-30,performing-arts,481,0,51
2021-09-30,conferences,400,32400,49
2021-09-30,concerts,8320,0,79
2021-09-30,expos,4000,32400,69
2021-09-30,performing-arts,1011,0,57
2021-09-30,performing-arts,2238,0,65
2021-09-30,concerts,640,0,52
2021-09-30,performing-arts,674,0,54
2021-09-30,performing-arts,723,0,54
2021-09-30,performing-arts,366,0,48
2021-09-30,performing-arts,1101,0,58
2021-09-30,performing-arts,558,0,52
2021-09-30,community,400,0,49
2021-09-30,conferences,800,118800,54
2021-09-30,expos,800,172799,56
2021-09-30,performing-arts,1057,0,58
2021-09-30,performing-arts,586,0,53
2021-09-30,performing-arts,517,0,51
2021-09-30,performing-arts,556,0,52
2021-09-30,conferences,800,32400,55
2021-09-30,sports,24000,263693,84
2021-09-30,performing-arts,1064,0,58
2021-09-30,concerts,2000,28800,63
2021-09-30,festivals,440,540000,49
2021-09-30,performing-arts,366,0,48
2021-09-30,expos,1840,464400,63
2021-09-30,conferences,400,205200,54
2021-10-01,conferences,400,205200,54
2021-10-01,sports,10000,0,82
2021-10-01,concerts,1440,0,60
2021-10-01,concerts,640,21600,52
2021-10-01,concerts,1431,0,59
2021-10-01,concerts,1280,0,59
2021-10-01,sports,1858,0,64
2021-10-01,conferences,400,28800,49
2021-10-01,conferences,400,32400,49
2021-10-01,performing-arts,462,0,50
2021-10-01,performing-arts,723,0,54
2021-10-01,performing-arts,1101,0,58
2021-10-01,concerts,2000,0,64
2021-10-01,performing-arts,1011,0,57
2021-10-01,performing-arts,2249,0,65
2021-10-01,performing-arts,475,0,51
2021-10-01,concerts,640,0,53
2021-10-01,performing-arts,384,0,49
2021-10-01,performing-arts,428,0,50
2021-10-01,performing-arts,337,0,48
2021-10-01,expos,4000,205200,68
2021-10-01,performing-arts,586,0,53
2021-10-01,performing-arts,1064,0,58
2021-10-01,concerts,8320,0,79
2021-10-01,expos,4000,196800,69
2021-10-01,performing-arts,481,0,49
2021-10-01,performing-arts,366,0,48
2021-10-01,concerts,480,0,51
2021-10-01,concerts,544,0,51
2021-10-01,concerts,480,0,50
2021-10-01,concerts,496,0,51
2021-10-01,performing-arts,674,0,54
2021-10-01,performing-arts,556,0,52
2021-10-01,performing-arts,559,0,52
2021-10-01,concerts,640,0,52
2021-10-01,sports,2371,0,64
2021-10-01,expos,1840,464400,63
2021-10-01,performing-arts,366,0,48
2021-10-01,concerts,2080,0,62
2021-10-01,performing-arts,1057,0,58
2021-10-01,conferences,400,118800,49
2021-10-01,performing-arts,558,0,52
2021-10-01,performing-arts,466,0,50
2021-10-01,concerts,560,32400,50
2021-10-01,performing-arts,337,0,48
2021-10-01,concerts,440,24300,49
2021-10-01,concerts,640,0,52
2021-10-01,performing-arts,532,0,52
2021-10-01,performing-arts,517,0,51
2021-10-01,concerts,400,36000,48
2021-10-01,concerts,560,36060,51
2021-10-01,festivals,440,540000,49
2021-10-01,performing-arts,578,0,52
2021-10-02,community,720,0,54
2021-10-02,performing-arts,1064,0,58
2021-10-02,concerts,1280,0,59
2021-10-02,expos,4000,196800,69
2021-10-02,concerts,2000,0,64
2021-10-02,performing-arts,337,0,48
2021-10-02,sports,13624,0,80
2021-10-02,sports,7413,0,78
2021-10-02,concerts,1600,0,61
2021-10-02,concerts,480,0,51
2021-10-02,performing-arts,366,0,48
2021-10-02,concerts,1440,0,60
2021-10-02,performing-arts,481,0,49
2021-10-02,sports,800,0,55
2021-10-02,concerts,2000,28800,63
2021-10-02,performing-arts,517,0,51
2021-10-02,concerts,560,36000,50
2021-10-02,performing-arts,466,0,50
2021-10-02,performing-arts,578,0,52
2021-10-02,performing-arts,558,0,52
2021-10-02,concerts,916,28800,56
2021-10-02,concerts,400,0,49
2021-10-02,performing-arts,556,0,52
2021-10-02,performing-arts,337,0,48
2021-10-02,performing-arts,366,0,48
2021-10-02,concerts,440,0,49
2021-10-02,performing-arts,475,0,51
2021-10-02,performing-arts,723,0,54
2021-10-02,performing-arts,462,0,50
2021-10-02,expos,4000,118800,68
2021-10-02,concerts,640,0,52
2021-10-02,concerts,640,0,53
2021-10-02,community,400,18000,48
2021-10-02,performing-arts,428,0,50
2021-10-02,expos,4000,205200,68
2021-10-02,concerts,456,0,49
2021-10-02,concerts,640,0,52
2021-10-02,concerts,2080,21600,62
2021-10-02,performing-arts,532,0,52
2021-10-02,sports,40109,0,88
2021-10-02,concerts,1280,0,59
2021-10-02,concerts,640,21600,52
2021-10-02,festivals,1280,28800,59
2021-10-02,performing-arts,674,0,54
2021-10-02,performing-arts,1057,0,58
2021-10-02,performing-arts,559,0,52
2021-10-02,concerts,400,25200,47
2021-10-02,community,440,0,48
